District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Pune,Zaid,Black,79,38,54,6.94,19.6,62.71,119.22,Vegetables
Nashik,Rabi,Loamy,61,40,58,7.0,27.45,38.13,114.15,Gram
Solapur,Kharif,Black,56,32,56,7.55,27.19,67.36,84.33,Bajra
Pune,Kharif,Black,71,39,52,7.33,20.58,57.89,119.74,Rice
Nashik,Zaid,Loamy,64,38,55,6.97,29.53,30.14,89.58,Vegetables
Solapur,Kharif,Black,57,35,55,7.64,26.92,66.88,79.93,Bajra
Pune,Zaid,Black,76,40,57,6.79,20.57,58.13,119.08,Vegetables
Nashik,Zaid,Loamy,66,33,57,6.78,30.38,36.87,93.7,Vegetables
Pune,Kharif,Black,74,42,54,7.03,22.46,64.4,130.13,Rice
Pune,Rabi,Black,72,39,54,6.79,20.91,70.21,96.83,Wheat
Pune,Zaid,Black,79,37,52,6.8,20.4,53.49,96.01,Vegetables
Solapur,Rabi,Black,56,37,57,7.88,26.72,71.66,61.11,Jowar
Solapur,Zaid,Black,50,35,60,8.08,28.57,70.97,79.32,Fodder
Pune,Kharif,Black,75,39,52,7.18,22.47,63.93,105.8,Rice
Nashik,Zaid,Loamy,60,36,58,7.04,28.47,36.78,109.84,Vegetables
Nashik,Zaid,Loamy,62,39,60,6.77,30.15,44.41,83.2,Vegetables
Pune,Kharif,Black,76,40,54,6.89,19.46,62.61,90.2,Rice
Nashik,Zaid,Loamy,65,36,61,6.94,27.25,31.84,86.16,Vegetables
Nashik,Rabi,Loamy,66,36,56,7.15,27.39,38.22,92.84,Gram
Pune,Rabi,Black,74,40,54,6.74,21.08,55.53,105.45,Wheat
Nashik,Kharif,Loamy,63,35,57,6.33,28.45,37.53,85.87,Onion
Solapur,Zaid,Black,53,32,59,7.61,28.26,65.6,79.17,Fodder
Nashik,Rabi,Loamy,67,36,53,6.59,27.59,30.5,99.95,Gram
Pune,Kharif,Black,77,40,54,7.01,18.83,64.17,112.59,Rice
Solapur,Rabi,Black,55,37,61,7.84,24.93,57.17,82.58,Jowar
Pune,Zaid,Black,77,38,51,7.16,18.19,64.01,106.17,Vegetables
Solapur,Kharif,Black,53,33,57,7.84,27.0,70.85,80.86,Bajra
Pune,Kharif,Black,71,40,55,7.21,20.27,60.52,115.65,Rice
Nashik,Zaid,Loamy,64,33,57,6.62,28.6,36.95,107.99,Vegetables
Pune,Rabi,Black,73,39,56,7.22,20.38,66.36,111.44,Wheat
Nashik,Kharif,Loamy,67,37,57,7.12,30.61,42.3,87.67,Onion
Solapur,Kharif,Black,53,36,61,7.87,26.56,62.65,73.15,Bajra
Solapur,Rabi,Black,59,33,61,7.78,26.84,71.2,74.53,Jowar
Nashik,Zaid,Loamy,66,33,58,7.07,28.13,41.37,113.15,Vegetables
Nashik,Rabi,Loamy,65,34,60,7.15,28.95,38.9,88.12,Gram
Nashik,Kharif,Loamy,65,38,58,6.96,27.74,27.13,78.33,Onion
Solapur,Rabi,Black,52,35,58,7.83,29.13,59.05,85.38,Jowar
Solapur,Kharif,Black,53,31,61,7.34,28.18,71.43,84.3,Bajra
Nashik,Kharif,Loamy,66,38,58,7.2,30.14,32.96,78.3,Onion
Solapur,Rabi,Black,56,35,58,7.96,26.53,66.86,87.65,Jowar
Solapur,Zaid,Black,58,35,55,7.99,26.48,59.59,75.44,Fodder
Pune,Rabi,Black,77,43,51,7.32,19.12,55.06,112.8,Wheat
Pune,Zaid,Black,74,40,52,7.3,20.61,68.51,95.3,Vegetables
Nashik,Rabi,Loamy,61,39,58,7.0,26.99,34.12,98.93,Gram
Pune,Kharif,Black,73,39,57,7.06,20.2,62.83,125.36,Rice
Solapur,Zaid,Black,55,37,63,7.81,27.11,69.22,72.18,Fodder
Nashik,Rabi,Loamy,62,41,57,6.65,29.1,31.58,100.93,Gram
Pune,Rabi,Black,76,41,55,6.89,20.41,60.52,117.73,Wheat
Pune,Kharif,Black,75,37,56,6.94,19.51,66.3,129.15,Rice
Solapur,Zaid,Black,60,35,63,7.81,28.41,70.9,82.24,Fodder
Solapur,Rabi,Black,51,34,59,7.79,27.91,74.28,62.74,Jowar
Solapur,Rabi,Black,56,37,60,7.79,27.29,70.2,86.0,Jowar
Solapur,Zaid,Black,52,33,60,8.12,27.79,66.58,58.86,Fodder
Pune,Zaid,Black,75,42,50,6.53,20.8,63.53,129.01,Vegetables
Pune,Zaid,Black,75,36,54,7.08,21.59,53.43,108.79,Vegetables
Pune,Rabi,Black,74,43,56,7.17,20.48,65.28,119.42,Wheat
Pune,Kharif,Black,69,38,55,7.4,21.07,59.26,108.59,Rice
Pune,Zaid,Black,78,41,56,7.19,21.84,62.98,91.57,Vegetables
Nashik,Kharif,Loamy,63,34,58,6.9,29.48,30.07,107.91,Onion
Nashik,Zaid,Loamy,66,39,56,6.89,28.54,39.08,102.41,Vegetables
Pune,Rabi,Black,72,42,52,7.05,20.09,63.61,101.72,Wheat
Pune,Kharif,Black,72,36,54,6.98,18.94,53.59,117.41,Rice
Nashik,Kharif,Loamy,61,35,55,6.44,28.95,34.49,91.56,Onion
Pune,Rabi,Black,73,42,56,6.87,20.35,59.36,117.48,Wheat
Nashik,Rabi,Loamy,61,38,57,6.77,28.06,32.57,75.39,Gram
Solapur,Kharif,Black,54,37,58,8.21,26.58,75.21,75.9,Bajra
Nashik,Rabi,Loamy,64,36,57,6.83,30.63,34.68,88.36,Gram
Solapur,Rabi,Black,57,31,57,8.1,26.69,64.75,74.5,Jowar
Solapur,Kharif,Black,52,34,59,7.94,27.66,59.64,66.6,Bajra
Pune,Rabi,Black,75,37,55,6.71,21.29,53.62,110.75,Wheat
Nashik,Rabi,Loamy,65,41,57,7.01,29.63,29.4,105.33,Gram
Nashik,Kharif,Loamy,64,37,57,7.18,27.88,33.45,99.01,Onion
Pune,Rabi,Black,80,39,54,7.2,21.23,53.91,113.25,Wheat
Nashik,Zaid,Loamy,63,36,56,6.79,29.61,28.84,93.05,Vegetables
Solapur,Zaid,Black,56,33,57,7.32,26.59,76.68,68.32,Fodder
Nashik,Zaid,Loamy,66,38,55,6.41,28.11,29.11,101.63,Vegetables
Nashik,Kharif,Loamy,70,35,54,6.72,28.68,36.31,103.49,Onion
Pune,Zaid,Black,77,37,55,7.01,20.35,65.53,108.65,Vegetables
Nashik,Rabi,Loamy,66,36,59,6.75,30.0,43.0,89.07,Gram
Solapur,Rabi,Black,49,32,61,7.85,27.71,67.03,73.92,Jowar
Solapur,Zaid,Black,56,37,61,7.9,27.57,61.56,55.48,Fodder
Solapur,Rabi,Black,56,35,57,7.6,26.16,61.85,79.58,Jowar
Solapur,Rabi,Black,57,31,59,7.58,26.19,73.79,80.17,Jowar
Solapur,Zaid,Black,54,31,61,7.95,27.07,58.94,74.73,Fodder
Solapur,Zaid,Black,52,38,55,7.84,29.02,66.09,75.6,Fodder
Nashik,Kharif,Loamy,63,38,61,6.83,29.04,31.99,86.82,Onion
Pune,Rabi,Black,73,42,52,6.52,19.6,68.08,102.04,Wheat
Nashik,Kharif,Loamy,58,36,55,6.82,28.54,38.06,92.39,Onion
Nashik,Zaid,Loamy,62,41,59,6.78,29.03,44.03,94.32,Vegetables
Pune,Zaid,Black,77,43,55,6.99,20.95,56.52,102.51,Vegetables
Pune,Kharif,Black,72,41,53,6.95,19.66,59.46,111.62,Rice
Solapur,Zaid,Black,48,30,57,7.69,25.45,67.06,82.58,Fodder
Pune,Kharif,Black,76,37,57,7.0,20.65,63.43,133.04,Rice
Pune,Zaid,Black,79,38,56,7.21,21.68,58.13,119.64,Vegetables
Pune,Kharif,Black,78,37,53,6.95,18.73,64.84,119.2,Rice
Solapur,Zaid,Black,53,34,59,8.11,28.1,72.18,82.14,Fodder
Solapur,Zaid,Black,57,33,59,7.57,28.79,69.95,66.52,Fodder
Nashik,Zaid,Loamy,62,35,54,7.0,30.29,40.44,92.91,Vegetables
Nashik,Kharif,Loamy,64,35,56,6.7,29.16,41.82,104.73,Onion
Pune,Rabi,Black,79,42,56,6.93,22.62,62.92,99.05,Wheat
Pune,Rabi,Black,76,39,51,6.62,20.37,65.1,123.22,Wheat
Solapur,Rabi,Black,54,34,62,7.74,27.33,74.23,58.11,Jowar
Pune,Rabi,Black,76,39,54,7.14,19.77,63.76,111.16,Wheat
Pune,Zaid,Black,76,40,56,6.96,20.89,63.65,114.43,Vegetables
Solapur,Rabi,Black,56,35,62,8.03,25.75,61.83,52.58,Jowar
Solapur,Zaid,Black,58,34,57,7.65,25.79,75.44,88.41,Fodder
Nashik,Rabi,Loamy,63,35,53,6.84,30.7,25.73,106.08,Gram
Solapur,Rabi,Black,53,35,58,8.22,26.56,75.6,85.43,Jowar
Pune,Zaid,Black,71,42,51,7.06,19.8,61.71,114.83,Vegetables
Solapur,Zaid,Black,52,34,57,7.89,29.07,77.08,85.67,Fodder
Nashik,Zaid,Loamy,62,36,57,6.66,30.5,36.48,100.38,Vegetables
Pune,Kharif,Black,79,39,53,7.2,19.83,65.32,117.14,Rice
Solapur,Rabi,Black,54,33,60,8.18,24.99,57.81,88.1,Jowar
Pune,Zaid,Black,70,37,56,7.23,21.37,65.9,103.17,Vegetables
Nashik,Zaid,Loamy,68,38,54,7.08,27.72,40.31,90.29,Vegetables
Nashik,Rabi,Loamy,65,36,61,6.91,28.75,29.12,85.79,Gram
Nashik,Zaid,Loamy,61,40,58,6.69,27.37,33.3,81.92,Vegetables
Pune,Rabi,Black,71,42,50,7.29,20.2,65.49,118.26,Wheat
Nashik,Rabi,Loamy,66,39,56,7.07,28.22,32.67,95.07,Gram
Solapur,Zaid,Black,54,32,60,7.5,28.68,67.57,88.15,Fodder
Pune,Rabi,Black,75,39,50,7.22,19.52,68.86,110.68,Wheat
Nashik,Rabi,Loamy,61,37,61,6.71,28.54,30.59,74.48,Gram
Pune,Zaid,Black,78,42,56,6.97,22.7,65.54,112.78,Vegetables
Solapur,Zaid,Black,52,35,62,7.52,27.84,65.1,66.55,Fodder
Pune,Kharif,Black,73,41,53,6.74,20.35,54.92,96.59,Rice
Solapur,Kharif,Black,52,36,60,7.74,26.73,71.69,69.76,Bajra
Pune,Kharif,Black,70,41,57,7.13,20.18,60.47,110.06,Rice
Pune,Zaid,Black,70,40,52,6.77,21.66,61.34,125.91,Vegetables
Solapur,Rabi,Black,59,36,57,7.59,27.93,65.84,66.34,Jowar
Solapur,Zaid,Black,55,30,58,8.0,26.49,61.17,84.51,Fodder
Nashik,Zaid,Loamy,61,37,57,7.04,29.58,41.28,92.67,Vegetables
Pune,Rabi,Black,74,38,56,7.13,21.61,63.99,109.47,Wheat
Solapur,Zaid,Black,49,36,63,7.81,26.55,67.97,83.37,Fodder
Nashik,Zaid,Loamy,64,33,55,6.83,26.57,36.43,101.96,Vegetables
Nashik,Kharif,Loamy,66,41,56,6.83,28.3,38.12,84.64,Onion
Nashik,Kharif,Loamy,64,36,56,6.69,29.75,32.46,103.57,Onion
Pune,Rabi,Black,71,42,54,6.85,20.66,67.84,105.11,Wheat
Pune,Zaid,Black,77,38,51,6.58,19.92,67.91,103.15,Vegetables
Nashik,Kharif,Loamy,64,34,61,7.05,29.09,38.63,102.31,Onion
Nashik,Rabi,Loamy,63,37,57,6.93,27.45,26.65,109.37,Gram
Nashik,Rabi,Loamy,63,41,59,6.66,28.54,44.58,75.29,Gram
Nashik,Zaid,Loamy,61,40,57,6.81,29.25,45.12,83.45,Vegetables
Nashik,Rabi,Loamy,64,37,56,6.48,28.67,37.88,100.46,Gram
Nashik,Zaid,Loamy,59,36,60,6.72,27.34,32.25,94.65,Vegetables
Solapur,Zaid,Black,52,35,59,7.52,27.38,73.8,90.52,Fodder
Nashik,Rabi,Loamy,67,35,56,6.69,28.06,35.85,87.99,Gram
Pune,Rabi,Black,71,39,55,6.94,21.15,66.08,99.27,Wheat
Nashik,Kharif,Loamy,63,38,58,7.01,30.33,32.66,77.74,Onion
Nashik,Zaid,Loamy,66,35,55,6.65,29.31,27.37,103.64,Vegetables
Nashik,Rabi,Loamy,64,39,56,6.93,28.49,37.26,79.5,Gram
Pune,Zaid,Black,70,39,57,6.72,20.43,60.06,94.55,Vegetables
Pune,Zaid,Black,75,38,53,7.09,19.75,54.22,113.09,Vegetables
Nashik,Zaid,Loamy,64,40,57,6.91,30.4,35.59,85.79,Vegetables
Solapur,Rabi,Black,55,35,61,7.92,27.03,78.38,57.93,Jowar
Nashik,Kharif,Loamy,63,33,60,6.95,29.42,40.85,98.26,Onion
Pune,Rabi,Black,72,36,52,7.17,21.16,62.03,114.28,Wheat
Nashik,Kharif,Loamy,64,39,58,7.17,28.38,30.3,89.44,Onion
Nashik,Kharif,Loamy,65,33,56,6.72,29.13,29.43,103.52,Onion
Nashik,Rabi,Loamy,67,37,57,6.8,27.03,36.0,93.34,Gram
Solapur,Zaid,Black,49,31,61,8.07,27.21,67.92,66.38,Fodder
Nashik,Kharif,Loamy,70,36,56,7.0,29.08,38.74,95.77,Onion
Nashik,Zaid,Loamy,65,33,58,7.05,28.14,33.6,80.37,Vegetables
Nashik,Kharif,Loamy,66,37,58,6.7,29.48,42.84,81.44,Onion
Solapur,Kharif,Black,54,35,61,7.76,26.07,67.99,70.38,Bajra
Solapur,Rabi,Black,51,34,56,7.35,25.52,64.28,94.26,Jowar
Pune,Kharif,Black,76,36,55,7.38,19.53,65.71,106.6,Rice
Pune,Kharif,Black,79,41,53,7.0,21.53,54.03,126.71,Rice
Solapur,Zaid,Black,51,34,63,8.16,26.73,64.14,67.05,Fodder
Solapur,Rabi,Black,52,37,60,8.0,25.67,72.55,60.39,Jowar
Solapur,Zaid,Black,56,33,58,7.66,27.21,71.8,79.79,Fodder
Solapur,Zaid,Black,57,32,63,8.03,27.81,75.22,74.09,Fodder
Solapur,Kharif,Black,48,30,57,8.0,25.7,70.75,71.47,Bajra
Solapur,Kharif,Black,57,34,57,7.83,26.6,63.83,75.87,Bajra
Nashik,Zaid,Loamy,60,37,57,6.54,29.17,43.64,83.85,Vegetables
Pune,Kharif,Black,70,43,55,7.15,20.49,60.18,130.62,Rice
Solapur,Zaid,Black,48,30,57,7.52,25.86,72.56,63.0,Fodder
Pune,Kharif,Black,74,39,53,7.01,20.14,53.96,106.6,Rice
Solapur,Rabi,Black,55,38,60,8.01,25.43,68.98,71.96,Jowar
Solapur,Zaid,Black,51,36,60,7.88,28.34,70.0,87.75,Fodder
Nashik,Zaid,Loamy,61,41,60,6.48,29.5,35.25,107.05,Vegetables
Solapur,Rabi,Black,52,32,62,8.04,27.0,76.38,58.51,Jowar
Solapur,Zaid,Black,53,34,58,7.88,26.09,76.03,74.03,Fodder
Pune,Kharif,Black,75,41,55,6.56,19.35,58.57,99.61,Rice
Pune,Kharif,Black,73,36,52,6.68,21.04,67.01,103.36,Rice
Pune,Kharif,Black,74,39,50,7.3,20.58,68.71,120.54,Rice
Pune,Zaid,Black,80,37,54,6.75,19.83,57.37,103.69,Vegetables
Solapur,Rabi,Black,53,35,61,7.97,25.74,70.97,91.47,Jowar
Solapur,Kharif,Black,51,33,62,7.88,27.33,72.29,63.0,Bajra
Pune,Rabi,Black,72,40,54,6.87,18.37,62.47,124.07,Wheat
Pune,Kharif,Black,71,37,50,6.69,21.47,58.99,114.15,Rice
Solapur,Rabi,Black,53,35,61,7.93,26.48,66.32,65.07,Jowar
Solapur,Rabi,Black,50,34,58,7.85,25.8,71.96,59.73,Jowar
Pune,Zaid,Black,73,36,53,6.88,19.47,53.96,101.63,Vegetables
Nashik,Rabi,Loamy,63,36,54,6.7,27.35,31.87,108.29,Gram
Solapur,Kharif,Black,55,32,60,7.91,26.04,62.11,86.85,Bajra
Nashik,Zaid,Loamy,58,36,57,6.96,28.3,38.7,79.88,Vegetables
Solapur,Kharif,Black,50,32,62,7.74,27.7,69.05,74.89,Bajra
Pune,Rabi,Black,76,39,53,6.97,19.28,67.17,94.77,Wheat
Nashik,Rabi,Loamy,64,35,61,6.53,28.38,32.08,102.06,Gram
Nashik,Kharif,Loamy,62,41,58,6.78,27.88,34.8,109.93,Onion
Pune,Rabi,Black,73,40,53,7.38,20.17,64.33,113.99,Wheat
Solapur,Zaid,Black,53,34,57,7.81,27.29,68.29,84.78,Fodder
Solapur,Zaid,Black,56,34,58,7.43,26.01,62.89,65.28,Fodder
Pune,Zaid,Black,71,43,54,6.96,20.37,69.66,86.42,Vegetables
Solapur,Kharif,Black,52,35,60,7.64,28.87,61.69,74.37,Bajra
Pune,Rabi,Black,72,40,52,7.24,19.56,59.81,105.74,Wheat
Solapur,Rabi,Black,58,33,61,7.98,25.93,65.56,57.24,Jowar
Nashik,Rabi,Loamy,60,35,55,6.66,28.21,25.73,113.22,Gram
Solapur,Zaid,Black,50,34,58,8.02,27.99,69.17,71.05,Fodder
Nashik,Zaid,Loamy,63,37,54,6.99,29.64,35.02,91.53,Vegetables
Pune,Kharif,Black,69,40,52,6.84,20.13,64.71,117.85,Rice
Solapur,Kharif,Black,57,33,59,7.43,26.54,67.85,74.78,Bajra
Nashik,Zaid,Loamy,65,38,58,6.91,28.26,40.06,102.48,Vegetables
Solapur,Rabi,Black,57,34,59,7.63,26.93,63.15,88.62,Jowar
Pune,Zaid,Black,71,42,54,6.77,21.47,59.96,109.73,Vegetables
Solapur,Rabi,Black,54,33,58,7.88,26.81,61.66,69.7,Jowar
Nashik,Zaid,Loamy,67,40,60,7.25,29.71,38.82,82.38,Vegetables
Solapur,Rabi,Black,49,35,56,7.83,28.26,67.75,62.79,Jowar
Nashik,Kharif,Loamy,60,37,61,6.6,29.75,34.88,114.96,Onion
Nashik,Kharif,Loamy,65,35,56,6.69,28.33,41.12,100.38,Onion
Solapur,Zaid,Black,57,34,62,7.87,28.36,68.37,61.29,Fodder
Solapur,Rabi,Black,58,35,57,7.63,26.75,76.03,95.38,Jowar
Solapur,Rabi,Black,52,37,60,7.51,27.18,79.6,70.94,Jowar
Pune,Rabi,Black,73,39,56,6.69,20.9,67.76,94.41,Wheat
Nashik,Zaid,Loamy,65,36,56,6.82,29.45,33.35,87.65,Vegetables
Pune,Kharif,Black,78,38,52,7.1,21.35,56.6,126.66,Rice
Pune,Zaid,Black,76,36,56,6.67,21.39,60.66,110.95,Vegetables
Nashik,Rabi,Loamy,64,36,60,7.1,27.99,35.6,81.88,Gram
Pune,Rabi,Black,76,36,56,6.98,20.96,66.56,125.01,Wheat
Pune,Rabi,Black,74,41,52,7.35,20.14,63.12,118.68,Wheat
Solapur,Kharif,Black,55,36,58,7.81,26.61,68.08,67.94,Bajra
Solapur,Rabi,Black,55,38,55,7.79,25.84,68.86,89.02,Jowar
Pune,Zaid,Black,68,42,51,6.76,21.33,56.95,120.98,Vegetables
Pune,Kharif,Black,70,40,53,7.29,20.12,56.89,114.63,Rice
Nashik,Zaid,Loamy,61,41,58,6.74,29.34,42.26,95.96,Vegetables
Pune,Rabi,Black,68,40,55,6.77,21.38,65.81,111.44,Wheat
Solapur,Kharif,Black,57,31,63,7.82,28.69,67.79,80.45,Bajra
Pune,Rabi,Black,68,37,50,6.98,21.17,71.58,108.89,Wheat
Pune,Zaid,Black,73,40,58,6.89,22.09,66.46,103.3,Vegetables
Nashik,Rabi,Loamy,60,35,60,6.88,28.13,40.43,105.37,Gram
Solapur,Kharif,Black,55,33,62,7.53,27.95,62.74,88.95,Bajra
Pune,Kharif,Black,77,36,56,6.92,20.23,67.97,113.23,Rice
Nashik,Zaid,Loamy,63,35,56,6.58,29.16,30.02,96.09,Vegetables
Solapur,Zaid,Black,57,33,60,7.93,25.34,68.19,71.69,Fodder
Nashik,Rabi,Loamy,64,37,57,6.52,29.59,32.64,102.14,Gram
Pune,Zaid,Black,72,39,56,6.86,22.42,65.78,105.0,Vegetables
Solapur,Rabi,Black,55,31,55,8.05,27.21,70.97,71.8,Jowar
Solapur,Kharif,Black,56,30,59,7.88,28.74,65.61,75.26,Bajra
Nashik,Kharif,Loamy,65,36,55,6.81,30.14,34.18,78.47,Onion
Nashik,Zaid,Loamy,59,37,58,6.44,29.18,31.79,89.79,Vegetables
Pune,Zaid,Black,74,41,52,6.63,21.63,62.11,118.47,Vegetables
Pune,Zaid,Black,76,41,54,6.61,21.14,63.83,115.37,Vegetables
Solapur,Zaid,Black,54,36,58,8.02,27.34,65.35,84.73,Fodder
Pune,Zaid,Black,73,40,52,6.9,19.36,57.09,99.43,Vegetables
Nashik,Kharif,Loamy,63,37,57,7.22,29.89,32.81,95.41,Onion
Nashik,Rabi,Loamy,63,37,54,6.91,28.95,37.26,91.81,Gram
Pune,Rabi,Black,79,38,53,7.2,21.43,61.41,96.81,Wheat
Solapur,Rabi,Black,56,33,58,8.05,26.04,66.26,73.91,Jowar
Pune,Rabi,Black,70,40,54,7.27,22.02,58.91,99.5,Wheat
Nashik,Rabi,Loamy,63,37,56,7.21,29.85,33.04,91.97,Gram
Nashik,Kharif,Loamy,69,39,59,6.46,28.8,31.1,86.47,Onion
Nashik,Zaid,Loamy,63,40,59,6.59,28.8,35.25,100.8,Vegetables
Nashik,Kharif,Loamy,68,35,56,6.74,30.65,39.16,94.89,Onion
Nashik,Kharif,Loamy,70,38,57,6.75,28.49,30.17,97.01,Onion
Nashik,Rabi,Loamy,65,37,57,6.83,29.09,39.56,92.84,Gram
Pune,Zaid,Black,76,42,51,7.08,20.32,60.45,102.44,Vegetables
Pune,Kharif,Black,76,41,56,6.85,21.4,60.59,121.27,Rice
Solapur,Zaid,Black,59,35,60,7.35,27.62,73.86,55.43,Fodder
Nashik,Kharif,Loamy,67,40,61,6.7,28.66,33.8,86.89,Onion
Pune,Kharif,Black,71,37,50,6.85,21.06,55.67,101.58,Rice
Pune,Kharif,Black,74,40,53,6.96,18.75,60.98,90.38,Rice
Pune,Rabi,Black,70,42,57,6.83,20.8,62.33,108.6,Wheat
Nashik,Rabi,Loamy,67,39,56,6.8,27.79,41.47,98.06,Gram
Nashik,Kharif,Loamy,59,33,57,7.05,28.19,37.76,92.68,Onion
Pune,Zaid,Black,75,40,53,6.8,19.82,63.46,104.86,Vegetables
Pune,Kharif,Black,72,42,51,6.55,21.6,57.22,128.85,Rice
Solapur,Zaid,Black,51,34,60,7.9,28.7,68.84,69.67,Fodder
Solapur,Kharif,Black,56,33,57,7.62,25.57,72.74,61.79,Bajra
Pune,Rabi,Black,79,40,52,7.06,19.55,63.65,92.13,Wheat
Pune,Kharif,Black,72,43,52,6.76,19.34,61.69,95.93,Rice
Pune,Kharif,Black,78,38,54,7.05,20.15,55.95,120.95,Rice
Solapur,Zaid,Black,54,36,63,7.43,28.52,69.61,74.19,Fodder
Nashik,Zaid,Loamy,65,41,54,6.84,27.9,32.88,108.09,Vegetables
Pune,Kharif,Black,79,37,56,6.91,22.75,67.34,128.5,Rice
Pune,Zaid,Black,74,41,53,6.95,20.03,58.54,94.08,Vegetables
Solapur,Kharif,Black,51,33,57,7.94,25.49,73.68,88.18,Bajra
Nashik,Zaid,Loamy,64,37,57,6.6,26.69,32.9,108.06,Vegetables
Pune,Kharif,Black,70,37,52,6.82,20.65,62.82,93.13,Rice
Nashik,Rabi,Loamy,64,34,57,6.61,28.65,28.16,84.48,Gram
Solapur,Rabi,Black,52,37,62,7.88,26.7,75.53,64.46,Jowar
Solapur,Kharif,Black,52,34,62,8.11,27.34,70.68,89.65,Bajra
Solapur,Zaid,Black,57,31,60,7.95,27.41,77.84,71.42,Fodder
Pune,Kharif,Black,73,40,52,6.92,22.37,57.98,123.14,Rice
Nashik,Kharif,Loamy,63,39,56,7.11,28.4,38.61,101.34,Onion
Nashik,Kharif,Loamy,62,35,55,6.62,29.47,41.56,111.12,Onion
Nashik,Zaid,Loamy,60,38,61,6.83,27.48,33.45,87.18,Vegetables
Nashik,Rabi,Loamy,67,39,56,6.95,29.67,39.84,89.4,Gram
Pune,Rabi,Black,75,40,55,6.84,21.7,55.86,93.84,Wheat
Pune,Zaid,Black,73,40,55,6.76,22.07,57.48,104.09,Vegetables
Pune,Zaid,Black,70,39,52,6.99,21.22,60.69,115.06,Vegetables
Pune,Zaid,Black,70,43,56,6.97,20.03,64.12,108.89,Vegetables
Pune,Zaid,Black,76,40,56,6.71,21.08,51.49,106.61,Vegetables
Nashik,Kharif,Loamy,64,35,57,6.76,28.41,36.92,85.78,Onion
Nashik,Rabi,Loamy,62,34,57,6.79,29.14,35.36,91.56,Gram
Pune,Zaid,Black,77,39,51,7.24,19.59,53.82,105.38,Vegetables
Nashik,Kharif,Loamy,67,41,57,6.47,27.85,25.02,113.6,Onion
Pune,Rabi,Black,75,39,52,7.05,20.78,64.08,105.61,Wheat
Pune,Kharif,Black,77,41,52,7.37,18.91,58.98,114.45,Rice
Pune,Rabi,Black,78,38,55,6.83,18.69,59.95,103.81,Wheat
Pune,Zaid,Black,80,40,57,7.08,21.83,64.52,105.55,Vegetables
Solapur,Rabi,Black,56,35,61,7.76,28.35,74.9,81.04,Jowar
Pune,Kharif,Black,77,40,50,7.03,20.37,62.3,108.96,Rice
Pune,Zaid,Black,73,37,56,7.13,19.11,71.18,101.03,Vegetables
Pune,Zaid,Black,75,40,50,7.2,21.12,56.9,99.76,Vegetables
Solapur,Zaid,Black,59,34,59,7.77,27.03,75.38,75.06,Fodder
Pune,Rabi,Black,70,39,54,7.08,22.45,69.2,115.81,Wheat
Pune,Rabi,Black,71,38,52,7.14,18.27,55.09,104.99,Wheat
Pune,Zaid,Black,78,41,54,7.29,20.54,55.92,106.04,Vegetables
Nashik,Zaid,Loamy,62,37,57,6.82,28.3,39.06,89.49,Vegetables
Pune,Kharif,Black,73,37,55,7.13,19.88,62.58,99.14,Rice
Nashik,Kharif,Loamy,59,39,60,6.61,29.71,26.11,102.27,Onion
Solapur,Zaid,Black,54,34,55,7.4,28.1,78.8,79.34,Fodder
Solapur,Rabi,Black,55,36,58,7.91,27.12,59.36,62.65,Jowar
Solapur,Zaid,Black,55,30,61,7.83,28.64,68.89,85.17,Fodder
Pune,Rabi,Black,74,39,55,6.81,20.11,66.54,106.98,Wheat
Pune,Kharif,Black,71,38,56,7.42,21.82,55.95,121.39,Rice
Solapur,Kharif,Black,54,32,58,8.13,25.99,65.93,84.81,Bajra
Pune,Kharif,Black,73,43,52,6.89,19.78,60.3,112.39,Rice
Pune,Kharif,Black,75,39,56,7.35,18.36,70.31,108.71,Rice
Nashik,Kharif,Loamy,67,38,55,6.53,29.76,28.49,110.34,Onion
Solapur,Zaid,Black,50,33,58,8.28,26.31,72.09,58.55,Fodder
Nashik,Rabi,Loamy,62,37,58,7.21,29.64,33.69,95.98,Gram
Nashik,Kharif,Loamy,66,36,56,6.76,27.7,33.7,93.64,Onion
Nashik,Zaid,Loamy,66,40,58,6.57,29.33,33.36,101.02,Vegetables
Pune,Zaid,Black,77,41,53,7.19,21.43,53.13,110.57,Vegetables
Solapur,Kharif,Black,51,38,60,7.64,28.11,65.06,72.68,Bajra
Solapur,Rabi,Black,54,32,61,8.23,26.4,70.3,63.67,Jowar
Nashik,Zaid,Loamy,66,39,55,6.83,27.09,35.8,76.56,Vegetables
Pune,Kharif,Black,74,40,50,6.79,20.14,54.75,123.86,Rice
Solapur,Zaid,Black,50,35,62,7.45,26.57,65.62,82.88,Fodder
Solapur,Kharif,Black,51,34,60,7.95,27.36,58.36,82.4,Bajra
Solapur,Rabi,Black,60,35,60,7.94,25.73,71.24,66.2,Jowar
Solapur,Rabi,Black,58,35,59,7.91,26.56,63.61,93.06,Jowar
Solapur,Zaid,Black,50,34,59,7.43,25.95,58.02,64.95,Fodder
Solapur,Rabi,Black,56,31,58,7.73,27.54,64.08,90.13,Jowar
Pune,Zaid,Black,74,40,52,6.76,20.96,61.6,90.43,Vegetables
Solapur,Rabi,Black,51,35,58,7.9,27.51,70.42,79.36,Jowar
